(32, 0), (119, 7), (128, 6), (145, 4), (180, 0), (201, 5), (259, 3), (264, 4), (286, 2), (290, 0), (299, 5)
(5, 0), (45, 7), (47, 6), (68, 0), (129, 5), (186, 4), (201, 2), (206, 0), (236, 4), (239, 3), (248, 5)
(4, 7), (21, 0), (113, 4), (123, 5), (125, 6), (157, 0), (207, 4), (224, 2), (244, 5), (285, 0), (294, 3)
(71, 0), (97, 6), (132, 0), (133, 0), (145, 7), (157, 4), (176, 5), (260, 3), (273, 4), (287, 2), (299, 5)
(33, 4), (56, 0), (95, 0), (124, 7), (195, 5), (204, 6), (241, 0), (274, 4), (294, 5), (295, 2), (298, 3)
(13, 0), (96, 6), (115, 0), (121, 5), (125, 7), (164, 4), (238, 0), (240, 5), (242, 3), (256, 4), (272, 2)
(63, 0), (68, 0), (94, 7), (131, 6), (147, 0), (181, 5), (187, 4), (208, 4), (219, 2), (252, 3), (291, 5)
(3, 0), (51, 0), (105, 7), (149, 6), (169, 5), (201, 0), (215, 4), (276, 4), (283, 3), (292, 2), (299, 5)
(25, 7), (39, 0), (105, 6), (141, 0), (149, 4), (155, 0), (195, 5), (245, 4), (250, 3), (261, 2), (297, 5)
(68, 0), (119, 5), (126, 7), (139, 6), (163, 0), (224, 4), (239, 3), (254, 0), (267, 4), (289, 2), (294, 5)
(21, 0), (42, 7), (103, 6), (110, 0), (156, 0), (183, 5), (197, 4), (224, 3), (254, 4), (279, 2), (284, 5)
(47, 4), (61, 7), (69, 6), (103, 0), (126, 0), (155, 5), (192, 4), (219, 2), (250, 3), (257, 0), (286, 5)
(30, 7), (49, 6), (77, 0), (104, 4), (106, 0), (113, 0), (179, 3), (190, 4), (199, 5), (208, 2), (299, 5)
(27, 0), (101, 7), (141, 6), (170, 5), (192, 4), (201, 0), (253, 4), (265, 0), (274, 2), (276, 5), (285, 3)
(4, 7), (29, 6), (35, 0), (52, 0), (71, 0), (144, 5), (162, 4), (186, 4), (192, 2), (226, 3), (249, 5)
(23, 0), (42, 4), (103, 7), (134, 6), (150, 0), (188, 5), (279, 4), (292, 3), (292, 0), (295, 5), (299, 2)
(14, 4), (62, 6), (95, 0), (97, 0), (101, 7), (119, 0), (183, 5), (203, 4), (210, 3), (217, 2), (286, 5)
(40, 0), (56, 0), (99, 7), (135, 6), (148, 4), (168, 0), (170, 5), (276, 3), (276, 5), (281, 4), (298, 2)
(2, 0), (61, 5), (67, 6), (95, 7), (124, 0), (198, 0), (200, 4), (224, 5), (230, 3), (267, 4), (284, 2)
(23, 7), (67, 0), (123, 6), (146, 0), (172, 4), (185, 5), (220, 4), (243, 2), (244, 0), (281, 3), (299, 5)
(3, 7), (7, 4), (12, 0), (127, 5), (142, 6), (171, 0), (185, 0), (218, 4), (243, 5), (249, 2), (294, 3)
(14, 0), (35, 7), (44, 4), (60, 0), (95, 6), (120, 0), (143, 4), (174, 2), (200, 5), (224, 3), (298, 5)
(3, 7), (11, 0), (44, 6), (91, 0), (102, 5), (122, 4), (154, 4), (172, 2), (191, 3), (195, 0), (264, 5)
(0, 4), (21, 7), (32, 0), (70, 6), (114, 0), (142, 5), (159, 0), (186, 3), (220, 4), (241, 2), (271, 5)
(39, 4), (63, 0), (72, 0), (122, 7), (156, 6), (171, 5), (174, 0), (231, 4), (254, 2), (277, 5), (282, 3)
(17, 7), (62, 0), (96, 0), (151, 6), (154, 5), (188, 0), (226, 4), (248, 2), (257, 3), (280, 4), (286, 5)
(31, 4), (47, 0), (52, 7), (138, 0), (141, 6), (168, 5), (189, 0), (224, 4), (255, 2), (270, 3), (283, 5)
(36, 0), (36, 4), (70, 6), (129, 0), (136, 7), (144, 5), (209, 0), (233, 3), (258, 5), (273, 4), (287, 2)
(44, 7), (56, 0), (104, 4), (116, 5), (118, 0), (128, 6), (180, 0), (245, 4), (261, 2), (271, 3), (282, 5)
(39, 0), (63, 7), (88, 6), (102, 4), (147, 0), (163, 0), (185, 5), (189, 4), (218, 2), (223, 3), (285, 5)
(60, 7), (63, 0), (85, 6), (110, 4), (130, 0), (133, 5), (151, 0), (166, 4), (194, 2), (280, 5), (282, 3)
(22, 0), (52, 6), (56, 0), (66, 0), (79, 7), (149, 4), (152, 3), (177, 5), (202, 4), (216, 2), (284, 5)
(10, 6), (51, 7), (54, 0), (81, 0), (107, 4), (121, 0), (170, 3), (173, 5), (195, 4), (209, 2), (273, 5)
(32, 4), (65, 0), (86, 7), (114, 0), (145, 6), (175, 0), (194, 5), (212, 4), (229, 2), (293, 3), (294, 5)
(76, 7), (85, 0), (146, 6), (164, 5), (167, 0), (199, 0), (243, 4), (267, 3), (279, 4), (289, 5), (293, 2)
(21, 7), (96, 0), (152, 5), (157, 6), (180, 0), (187, 0), (227, 4), (242, 2), (277, 4), (285, 5), (288, 3)
(23, 0), (32, 7), (48, 4), (105, 6), (142, 0), (159, 5), (210, 4), (215, 3), (224, 2), (266, 5), (292, 0)
(5, 0), (87, 5), (116, 7), (119, 6), (123, 0), (167, 0), (212, 4), (235, 2), (243, 5), (251, 4), (261, 3)
(3, 0), (93, 7), (119, 6), (135, 4), (137, 5), (146, 0), (188, 0), (215, 3), (236, 4), (250, 2), (255, 5)
(26, 0), (56, 4), (58, 0), (78, 7), (100, 6), (141, 5), (158, 0), (217, 3), (247, 5), (269, 4), (293, 2)
(1, 7), (53, 6), (92, 0), (102, 0), (110, 0), (132, 4), (159, 2), (185, 5), (187, 3), (271, 4), (297, 5)
(41, 0), (47, 7), (119, 0), (126, 5), (162, 6), (183, 4), (188, 0), (227, 4), (255, 2), (261, 3), (264, 5)
(3, 6), (24, 0), (30, 0), (42, 7), (99, 0), (143, 4), (158, 4), (160, 2), (179, 3), (182, 5), (288, 5)
(8, 7), (18, 4), (40, 6), (48, 0), (66, 0), (90, 0), (171, 5), (178, 4), (206, 3), (209, 2), (299, 5)
(52, 7), (56, 0), (115, 6), (132, 0), (133, 5), (160, 0), (236, 3), (241, 4), (259, 2), (273, 5), (290, 4)
(9, 0), (32, 7), (134, 6), (142, 0), (157, 5), (165, 0), (193, 4), (254, 4), (259, 3), (282, 5), (287, 2)
(19, 7), (34, 0), (72, 6), (88, 5), (100, 0), (110, 4), (122, 4), (155, 2), (183, 3), (277, 0), (279, 5)
(50, 0), (81, 7), (120, 4), (154, 5), (180, 6), (181, 0), (211, 0), (262, 5), (271, 4), (289, 3), (292, 2)
(0, 0), (1, 7), (35, 6), (89, 0), (145, 3), (148, 4), (187, 5), (187, 0), (201, 4), (218, 2), (296, 5)
(16, 0), (90, 6), (114, 0), (114, 0), (124, 7), (182, 5), (228, 4), (242, 4), (262, 2), (286, 5), (292, 3)
(13, 4), (43, 7), (61, 6), (100, 0), (116, 0), (154, 4), (155, 0), (177, 2), (197, 5), (245, 3), (298, 5)
(10, 7), (32, 6), (44, 0), (55, 0), (84, 0), (116, 5), (146, 3), (210, 4), (211, 4), (244, 2), (246, 5)
(0, 0), (11, 7), (14, 0), (52, 5), (58, 4), (117, 6), (161, 5), (164, 0), (228, 4), (244, 2), (294, 3)
(75, 7), (85, 0), (110, 4), (166, 6), (182, 5), (197, 0), (263, 4), (268, 0), (277, 3), (286, 2), (297, 5)
(34, 6), (48, 7), (51, 0), (67, 0), (120, 4), (121, 0), (173, 5), (198, 4), (212, 2), (224, 3), (298, 5)
(20, 6), (47, 7), (78, 0), (87, 0), (143, 5), (189, 0), (217, 3), (223, 4), (225, 4), (239, 2), (273, 5)
(31, 4), (39, 6), (43, 7), (82, 0), (97, 0), (175, 0), (179, 4), (187, 3), (195, 5), (203, 2), (294, 5)
(9, 0), (97, 6), (102, 7), (137, 0), (150, 0), (185, 5), (212, 3), (252, 4), (267, 4), (281, 2), (291, 5)
(16, 0), (17, 0), (109, 5), (149, 7), (161, 6), (192, 0), (255, 4), (256, 4), (262, 5), (269, 3), (272, 2)
(41, 0), (67, 7), (116, 6), (136, 0), (168, 4), (171, 5), (195, 2), (238, 0), (264, 4), (269, 3), (292, 5)
(11, 0), (48, 4), (63, 6), (87, 0), (119, 0), (138, 7), (172, 3), (183, 5), (242, 4), (259, 2), (297, 5)
(23, 7), (53, 4), (101, 0), (165, 6), (192, 0), (197, 5), (229, 4), (258, 2), (262, 3), (272, 0), (296, 5)
(9, 7), (38, 6), (60, 0), (69, 0), (112, 4), (126, 5), (146, 3), (156, 0), (206, 4), (220, 2), (282, 5)
(28, 0), (83, 7), (113, 6), (160, 0), (169, 5), (238, 3), (253, 4), (260, 0), (272, 2), (291, 5), (295, 4)
(4, 0), (27, 7), (44, 6), (100, 0), (110, 4), (134, 0), (140, 4), (149, 3), (162, 5), (170, 2), (296, 5)
(46, 0), (66, 7), (108, 0), (181, 5), (184, 6), (224, 4), (236, 0), (283, 4), (287, 3), (297, 5), (298, 2)
(78, 4), (112, 7), (113, 0), (113, 6), (118, 0), (155, 0), (171, 5), (248, 4), (271, 2), (286, 5), (299, 3)
(16, 6), (36, 7), (71, 0), (84, 0), (127, 4), (133, 0), (153, 4), (170, 2), (197, 5), (219, 3), (298, 5)
(6, 0), (77, 0), (117, 6), (125, 7), (162, 0), (172, 5), (173, 4), (274, 4), (285, 5), (286, 3), (292, 2)
(21, 7), (76, 6), (89, 0), (94, 0), (129, 4), (142, 5), (150, 2), (212, 0), (222, 4), (259, 3), (264, 5)
(3, 7), (6, 0), (46, 6), (79, 0), (110, 0), (114, 4), (145, 2), (157, 5), (231, 3), (273, 5), (284, 4)
(51, 0), (104, 6), (139, 7), (158, 0), (174, 5), (209, 3), (229, 0), (274, 4), (279, 4), (279, 5), (288, 2)
(45, 4), (66, 0), (85, 7), (168, 5), (170, 6), (189, 0), (198, 0), (223, 4), (256, 2), (274, 3), (285, 5)
(26, 6), (36, 0), (84, 0), (95, 5), (109, 7), (122, 4), (195, 0), (217, 3), (221, 5), (231, 4), (245, 2)
(16, 7), (16, 0), (54, 0), (58, 6), (83, 5), (106, 0), (175, 4), (198, 5), (203, 2), (241, 3), (243, 4)
(43, 0), (49, 7), (60, 4), (82, 6), (114, 0), (132, 0), (183, 5), (206, 3), (248, 4), (268, 2), (298, 5)
(23, 4), (102, 0), (111, 7), (135, 6), (153, 0), (180, 0), (191, 5), (212, 4), (228, 2), (260, 3), (296, 5)
(13, 7), (25, 6), (64, 0), (101, 0), (113, 4), (118, 0), (128, 2), (174, 5), (183, 3), (285, 5), (291, 4)
(68, 0), (93, 6), (118, 7), (135, 0), (145, 5), (158, 4), (159, 0), (212, 4), (232, 2), (253, 3), (299, 5)
(28, 7), (31, 4), (39, 0), (53, 0), (57, 6), (106, 5), (115, 0), (146, 4), (171, 2), (248, 3), (284, 5)
(14, 0), (15, 0), (86, 4), (97, 7), (119, 6), (150, 5), (161, 0), (213, 3), (248, 4), (275, 2), (297, 5)
(60, 0), (72, 7), (97, 0), (131, 6), (150, 5), (159, 4), (169, 0), (216, 4), (240, 2), (252, 3), (282, 5)
(11, 0), (83, 6), (107, 7), (130, 5), (133, 0), (190, 3), (223, 0), (236, 4), (246, 5), (277, 4), (292, 2)
(23, 0), (103, 5), (147, 6), (149, 7), (153, 0), (192, 0), (216, 4), (246, 3), (276, 5), (282, 4), (296, 2)
(17, 6), (36, 4), (42, 0), (56, 0), (63, 7), (102, 5), (155, 0), (165, 3), (190, 4), (205, 2), (289, 5)
(21, 4), (35, 0), (107, 0), (125, 7), (147, 5), (197, 6), (229, 0), (261, 4), (264, 5), (293, 2), (298, 3)
(49, 6), (85, 4), (98, 0), (101, 0), (115, 0), (135, 7), (199, 5), (236, 3), (238, 4), (259, 2), (297, 5)
(55, 7), (90, 0), (189, 5), (199, 6), (221, 0), (251, 4), (270, 0), (283, 2), (290, 4), (298, 5), (299, 3)
(1, 0), (40, 4), (72, 7), (164, 5), (166, 0), (192, 6), (234, 0), (270, 5), (275, 4), (293, 3), (298, 2)
(18, 7), (50, 0), (80, 6), (91, 4), (127, 5), (138, 0), (178, 0), (213, 4), (228, 2), (248, 5), (262, 3)
(26, 0), (108, 6), (115, 7), (128, 5), (158, 0), (222, 3), (255, 0), (279, 4), (280, 4), (288, 5), (296, 2)
(4, 0), (11, 4), (58, 7), (171, 6), (187, 0), (201, 5), (210, 4), (241, 2), (265, 3), (295, 0), (299, 5)
(76, 7), (86, 0), (92, 4), (102, 0), (166, 6), (184, 0), (200, 5), (266, 3), (270, 4), (293, 2), (299, 5)
(11, 0), (25, 7), (93, 6), (124, 0), (165, 5), (176, 4), (204, 2), (228, 4), (239, 0), (250, 3), (276, 5)
(15, 0), (26, 7), (30, 0), (75, 6), (116, 4), (119, 0), (160, 5), (193, 3), (246, 4), (268, 2), (269, 5)
(31, 6), (42, 7), (57, 0), (72, 0), (113, 0), (133, 3), (137, 4), (168, 5), (180, 4), (206, 2), (289, 5)
(29, 4), (41, 0), (74, 7), (103, 5), (153, 6), (168, 0), (226, 4), (245, 2), (252, 5), (254, 3), (262, 0)
(18, 0), (30, 0), (50, 7), (78, 6), (127, 0), (179, 5), (219, 3), (244, 4), (270, 4), (283, 5), (286, 2)
(9, 0), (31, 6), (52, 7), (59, 0), (148, 3), (155, 4), (173, 2), (200, 5), (278, 0), (297, 4), (299, 5)
(8, 6), (37, 7), (59, 0), (105, 0), (114, 3), (155, 0), (163, 5), (197, 4), (213, 4), (218, 2), (293, 5)
(4, 0), (12, 4), (25, 7), (77, 5), (127, 6), (166, 0), (182, 5), (188, 4), (221, 2), (230, 3), (289, 0)
(72, 6), (86, 0), (93, 0), (110, 7), (199, 5), (202, 0), (211, 4), (239, 2), (273, 3), (281, 4), (299, 5)
(58, 7), (71, 0), (118, 4), (126, 5), (171, 6), (225, 0), (232, 0), (282, 4), (286, 5), (291, 3), (297, 2)
(14, 7), (40, 6), (75, 0), (93, 0), (121, 4), (151, 2), (189, 5), (211, 3), (258, 4), (296, 0), (299, 5)
(34, 4), (69, 7), (74, 0), (88, 0), (141, 5), (173, 6), (194, 0), (219, 4), (249, 2), (249, 5), (277, 3)
(17, 0), (32, 4), (40, 7), (111, 6), (147, 0), (156, 5), (200, 0), (204, 4), (229, 2), (241, 3), (285, 5)
(26, 6), (86, 0), (98, 0), (125, 7), (188, 5), (191, 4), (217, 3), (231, 4), (246, 2), (285, 0), (299, 5)
(12, 0), (38, 0), (72, 7), (142, 4), (146, 6), (189, 5), (201, 0), (258, 4), (284, 3), (290, 2), (298, 5)
(8, 7), (83, 0), (90, 6), (112, 4), (136, 0), (172, 0), (195, 5), (201, 4), (232, 2), (290, 3), (293, 5)
(60, 7), (88, 0), (114, 0), (150, 6), (165, 0), (182, 5), (223, 4), (274, 3), (279, 4), (292, 5), (295, 2)
(71, 0), (116, 4), (122, 7), (135, 5), (142, 6), (178, 0), (179, 0), (254, 3), (258, 4), (266, 5), (281, 2)
(20, 0), (63, 6), (106, 7), (115, 0), (119, 4), (145, 5), (197, 0), (201, 3), (255, 4), (271, 2), (289, 5)
(62, 6), (97, 0), (103, 0), (108, 0), (135, 7), (161, 3), (194, 5), (241, 4), (243, 4), (258, 2), (294, 5)
(44, 6), (70, 0), (103, 0), (142, 7), (151, 3), (163, 0), (195, 5), (201, 4), (246, 4), (263, 2), (295, 5)
(16, 0), (66, 7), (110, 4), (135, 0), (143, 5), (149, 6), (189, 0), (248, 3), (273, 5), (283, 4), (298, 2)
(9, 6), (25, 7), (34, 0), (59, 0), (68, 0), (163, 5), (170, 4), (175, 4), (188, 3), (191, 2), (262, 5)
(30, 0), (53, 7), (80, 0), (86, 4), (93, 6), (139, 0), (180, 5), (252, 4), (267, 3), (284, 2), (297, 5)
(26, 0), (32, 6), (34, 7), (72, 0), (88, 0), (140, 3), (142, 4), (178, 4), (195, 5), (198, 2), (295, 5)
(37, 0), (141, 7), (167, 5), (168, 6), (212, 0), (236, 0), (247, 4), (271, 2), (292, 5), (295, 4), (296, 3)
(52, 6), (101, 4), (105, 0), (106, 7), (111, 0), (124, 0), (173, 3), (183, 5), (225, 4), (240, 2), (281, 5)
(70, 7), (73, 0), (132, 0), (151, 4), (157, 6), (187, 0), (198, 5), (233, 4), (264, 2), (272, 3), (298, 5)
(11, 0), (116, 7), (117, 6), (139, 4), (141, 0), (199, 5), (214, 0), (235, 4), (240, 3), (255, 2), (298, 5)
(34, 0), (94, 7), (97, 6), (104, 0), (137, 0), (167, 5), (209, 4), (242, 4), (261, 3), (264, 2), (299, 5)
(11, 7), (16, 0), (20, 0), (43, 6), (63, 4), (73, 0), (133, 5), (201, 4), (204, 3), (226, 2), (265, 5)
(1, 0), (20, 7), (77, 0), (157, 6), (183, 5), (210, 0), (243, 4), (266, 2), (281, 3), (289, 4), (294, 5)
(99, 7), (110, 0), (151, 0), (187, 6), (198, 5), (203, 0), (210, 4), (236, 4), (259, 2), (296, 5), (299, 3)
(13, 7), (14, 0), (20, 0), (64, 4), (86, 5), (172, 6), (186, 0), (203, 5), (208, 4), (240, 2), (278, 3)
(49, 7), (68, 0), (89, 6), (93, 4), (118, 0), (128, 0), (166, 4), (171, 5), (182, 2), (195, 3), (295, 5)
(1, 0), (33, 7), (34, 0), (104, 4), (116, 6), (134, 5), (170, 0), (220, 4), (245, 2), (269, 3), (276, 5)
(19, 7), (41, 6), (41, 0), (90, 0), (98, 0), (122, 4), (140, 3), (165, 4), (181, 2), (198, 5), (298, 5)
(53, 0), (64, 7), (66, 0), (136, 5), (138, 4), (148, 6), (164, 0), (189, 4), (220, 2), (268, 3), (296, 5)
(16, 7), (55, 0), (101, 6), (117, 0), (131, 0), (171, 5), (205, 3), (228, 4), (253, 2), (278, 5), (298, 4)
(2, 7), (31, 0), (31, 6), (47, 0), (50, 0), (88, 4), (145, 5), (163, 4), (185, 3), (192, 2), (251, 5)
(15, 0), (34, 0), (78, 7), (78, 6), (135, 0), (141, 5), (211, 3), (254, 5), (258, 4), (279, 4), (294, 2)
(7, 0), (25, 6), (79, 0), (82, 7), (99, 5), (169, 4), (200, 3), (221, 0), (226, 4), (235, 5), (240, 2)
(61, 0), (92, 7), (163, 5), (181, 6), (187, 4), (232, 0), (249, 0), (264, 4), (287, 2), (291, 5), (297, 3)
(19, 0), (49, 7), (97, 5), (100, 6), (126, 0), (202, 4), (202, 0), (214, 3), (220, 5), (234, 2), (252, 4)
(32, 7), (33, 0), (61, 0), (104, 6), (133, 4), (153, 0), (179, 4), (185, 5), (211, 2), (277, 3), (289, 5)
(31, 6), (50, 0), (51, 0), (52, 7), (83, 0), (112, 4), (140, 3), (148, 5), (159, 4), (191, 2), (278, 5)
(20, 4), (26, 7), (27, 6), (40, 0), (82, 0), (120, 5), (160, 3), (199, 0), (221, 4), (239, 2), (291, 5)
(104, 0), (112, 7), (164, 5), (172, 6), (188, 4), (195, 0), (240, 4), (265, 2), (271, 5), (289, 0), (294, 3)
(18, 4), (69, 0), (79, 6), (90, 0), (97, 7), (113, 0), (132, 5), (218, 3), (227, 4), (256, 2), (258, 5)
(7, 4), (32, 0), (83, 7), (186, 0), (198, 6), (200, 5), (220, 0), (274, 4), (290, 2), (298, 3), (299, 5)
(1, 0), (70, 5), (89, 4), (92, 7), (147, 6), (177, 0), (215, 4), (244, 2), (248, 5), (256, 3), (283, 0)
(8, 7), (57, 0), (101, 6), (122, 0), (171, 4), (195, 3), (195, 5), (202, 2), (232, 4), (259, 0), (296, 5)
(3, 7), (22, 0), (85, 6), (89, 0), (110, 5), (135, 0), (193, 4), (204, 4), (218, 5), (221, 2), (242, 3)
(57, 0), (81, 7), (117, 6), (134, 0), (156, 0), (161, 4), (188, 5), (199, 4), (219, 3), (229, 2), (294, 5)
(56, 7), (81, 6), (100, 0), (113, 0), (161, 5), (166, 4), (195, 2), (202, 0), (269, 3), (276, 5), (297, 4)
(0, 7), (12, 6), (60, 0), (116, 0), (146, 3), (177, 5), (190, 4), (218, 2), (267, 0), (276, 5), (285, 4)
(35, 0), (66, 7), (72, 6), (107, 0), (110, 0), (136, 5), (193, 4), (215, 4), (221, 3), (222, 2), (252, 5)
(27, 0), (43, 6), (92, 5), (101, 0), (106, 7), (138, 4), (212, 3), (244, 4), (260, 2), (271, 0), (295, 5)
(9, 6), (15, 7), (32, 0), (32, 0), (134, 3), (153, 0), (154, 4), (159, 4), (164, 5), (182, 2), (279, 5)
(5, 0), (50, 6), (73, 5), (93, 7), (102, 0), (107, 4), (195, 5), (211, 3), (240, 0), (241, 4), (256, 2)
(51, 0), (118, 7), (128, 0), (136, 5), (165, 6), (183, 4), (198, 0), (263, 5), (275, 3), (278, 4), (295, 2)
(11, 7), (95, 0), (123, 0), (131, 6), (156, 5), (186, 0), (224, 4), (246, 2), (257, 3), (285, 5), (290, 4)
(64, 4), (142, 6), (145, 7), (147, 0), (165, 0), (201, 5), (257, 0), (282, 4), (291, 3), (299, 2), (299, 5)
(0, 0), (4, 7), (59, 4), (83, 6), (118, 0), (132, 5), (150, 4), (177, 2), (206, 3), (278, 5), (291, 0)
(8, 0), (43, 7), (125, 0), (130, 6), (135, 5), (160, 0), (171, 4), (200, 4), (231, 2), (238, 5), (299, 3)
(0, 6), (8, 7), (31, 0), (50, 0), (57, 4), (117, 4), (121, 3), (138, 2), (183, 5), (230, 0), (298, 5)
(22, 6), (26, 7), (50, 0), (54, 0), (104, 5), (153, 4), (156, 4), (173, 2), (211, 0), (225, 3), (263, 5)
(8, 7), (17, 0), (62, 6), (100, 0), (148, 5), (179, 4), (193, 3), (203, 2), (258, 0), (267, 5), (284, 4)
(66, 6), (93, 0), (106, 7), (106, 0), (122, 4), (180, 0), (193, 5), (223, 3), (229, 4), (253, 2), (294, 5)
(83, 0), (83, 0), (117, 6), (142, 5), (145, 4), (148, 7), (157, 0), (264, 5), (272, 3), (278, 4), (297, 2)
(27, 7), (81, 0), (107, 6), (131, 4), (136, 5), (160, 0), (216, 4), (242, 2), (248, 5), (264, 0), (280, 3)
(8, 7), (98, 6), (126, 0), (142, 0), (176, 5), (209, 4), (210, 0), (223, 4), (236, 2), (250, 3), (289, 5)
(11, 0), (56, 7), (114, 0), (134, 5), (158, 6), (206, 0), (238, 4), (257, 3), (268, 2), (275, 5), (293, 4)
(83, 0), (84, 7), (177, 6), (180, 5), (205, 0), (210, 4), (241, 4), (252, 0), (265, 2), (278, 3), (299, 5)
(7, 6), (33, 0), (43, 0), (56, 7), (58, 0), (59, 4), (132, 3), (177, 5), (200, 4), (219, 2), (298, 5)
(21, 7), (38, 0), (121, 6), (147, 0), (166, 5), (220, 0), (224, 4), (256, 2), (276, 4), (294, 3), (297, 5)
(11, 7), (39, 0), (53, 4), (111, 6), (128, 0), (154, 5), (191, 4), (208, 2), (267, 5), (274, 0), (285, 3)
(7, 6), (25, 7), (42, 0), (63, 4), (66, 0), (92, 0), (166, 3), (189, 4), (191, 5), (216, 2), (291, 5)
(5, 0), (19, 7), (88, 0), (113, 4), (170, 6), (185, 5), (194, 0), (217, 4), (248, 2), (272, 3), (290, 5)
(16, 6), (35, 4), (44, 7), (70, 0), (98, 0), (168, 5), (217, 4), (220, 3), (231, 2), (251, 0), (287, 5)
(65, 0), (112, 7), (115, 6), (132, 0), (136, 5), (178, 0), (236, 4), (241, 5), (258, 4), (273, 2), (295, 3)
(56, 7), (65, 0), (85, 6), (106, 0), (121, 0), (152, 5), (228, 4), (258, 2), (262, 5), (266, 4), (283, 3)
(21, 0), (29, 4), (84, 7), (163, 6), (173, 5), (212, 0), (275, 5), (277, 0), (282, 4), (284, 3), (297, 2)
