(30, 0), (47, 4), (97, 2), (109, 3), (205, 6), (214, 6), (248, 1), (285, 0), (327, 2)
(33, 4), (90, 0), (142, 6), (150, 2), (158, 3), (205, 0), (260, 6), (268, 1), (357, 2)
(84, 4), (120, 0), (142, 2), (195, 0), (201, 6), (201, 3), (270, 6), (303, 1), (385, 2)
(22, 4), (67, 0), (94, 2), (143, 3), (181, 6), (206, 6), (251, 1), (305, 0), (323, 2)
(-34, 0), (41, 3), (82, 4), (86, 2), (114, 6), (140, 1), (209, 6), (223, 2), (225, 0)
(55, 4), (69, 0), (138, 3), (170, 2), (185, 6), (198, 0), (220, 6), (233, 1), (307, 2)
(-7, 0), (24, 4), (43, 3), (44, 2), (99, 0), (119, 6), (161, 6), (161, 1), (245, 2)
(51, 4), (76, 0), (91, 2), (143, 3), (177, 6), (222, 6), (255, 1), (339, 2), (346, 0)
(62, 0), (103, 4), (128, 2), (141, 3), (231, 6), (241, 6), (246, 1), (316, 2), (357, 0)
(26, 0), (27, 4), (66, 0), (77, 3), (138, 2), (159, 6), (175, 1), (189, 6), (246, 2)
(3, 0), (29, 4), (85, 3), (122, 6), (131, 2), (184, 6), (222, 1), (232, 0), (292, 2)
(10, 0), (52, 4), (87, 3), (104, 2), (180, 6), (186, 6), (211, 1), (267, 0), (297, 2)
(-26, 0), (20, 2), (21, 3), (44, 4), (86, 6), (94, 1), (130, 6), (164, 2), (203, 0)
(89, 0), (129, 4), (152, 3), (204, 2), (263, 6), (276, 6), (314, 1), (391, 2), (395, 0)
(90, 0), (149, 4), (169, 3), (169, 0), (214, 2), (230, 6), (244, 1), (267, 6), (312, 2)
(18, 4), (38, 0), (115, 3), (128, 2), (177, 0), (178, 6), (199, 6), (217, 1), (286, 2)
(105, 4), (139, 0), (169, 2), (214, 3), (266, 6), (285, 6), (297, 1), (370, 2), (370, 0)
(0, 0), (83, 3), (84, 4), (99, 2), (170, 6), (171, 6), (187, 1), (261, 2), (321, 0)
(115, 4), (186, 0), (237, 6), (257, 3), (260, 2), (355, 6), (380, 1), (463, 2), (479, 0)
(48, 0), (54, 4), (125, 3), (134, 2), (136, 6), (207, 6), (239, 1), (323, 2), (340, 0)
(141, 0), (142, 4), (193, 3), (215, 2), (273, 6), (282, 6), (285, 0), (307, 1), (391, 2)
(52, 0), (71, 2), (71, 0), (77, 4), (106, 3), (172, 6), (184, 1), (194, 6), (265, 2)
(23, 0), (64, 4), (82, 2), (90, 3), (153, 6), (168, 6), (178, 1), (254, 2), (262, 0)
(-2, 0), (42, 4), (47, 3), (91, 2), (109, 0), (116, 6), (138, 1), (141, 6), (207, 2)
(74, 0), (78, 4), (125, 3), (154, 2), (170, 6), (205, 6), (225, 1), (249, 0), (299, 2)
(10, 0), (13, 4), (73, 3), (78, 2), (139, 6), (153, 1), (155, 0), (173, 6), (224, 2)
(36, 4), (59, 0), (129, 2), (133, 3), (191, 6), (237, 6), (252, 0), (264, 1), (345, 2)
(119, 4), (181, 0), (185, 2), (209, 6), (263, 3), (351, 6), (354, 1), (422, 0), (431, 2)
(19, 4), (31, 0), (84, 3), (90, 2), (140, 6), (166, 6), (172, 1), (240, 2), (273, 0)
(34, 4), (55, 0), (138, 3), (151, 6), (177, 2), (225, 6), (266, 1), (271, 0), (342, 2)
(61, 4), (96, 0), (102, 2), (153, 6), (161, 3), (251, 6), (259, 1), (336, 2), (396, 0)
(55, 4), (112, 0), (181, 2), (190, 3), (196, 6), (252, 6), (254, 1), (341, 2), (385, 0)
(-127, 0), (-57, 3), (5, 2), (6, 0), (20, 4), (34, 6), (73, 1), (114, 6), (144, 2)
(-63, 0), (4, 3), (24, 2), (34, 4), (37, 0), (100, 6), (121, 6), (137, 1), (213, 2)
(1, 0), (3, 4), (53, 2), (77, 3), (80, 0), (149, 6), (155, 6), (171, 1), (252, 2)
(-5, 0), (69, 4), (70, 3), (77, 2), (175, 6), (184, 6), (224, 1), (257, 0), (306, 2)
(138, 4), (170, 0), (211, 2), (220, 6), (245, 3), (356, 6), (378, 1), (379, 0), (452, 2)
(-53, 0), (9, 3), (27, 4), (41, 2), (96, 6), (126, 1), (127, 6), (143, 0), (197, 2)
(49, 4), (192, 0), (197, 6), (204, 2), (263, 3), (316, 0), (360, 6), (398, 1), (466, 2)
(-85, 0), (-35, 3), (18, 2), (32, 4), (65, 6), (85, 1), (100, 0), (142, 6), (166, 2)
(146, 4), (160, 0), (238, 3), (259, 2), (260, 6), (343, 6), (372, 1), (454, 2), (464, 0)
(119, 4), (143, 0), (191, 0), (211, 3), (247, 2), (259, 6), (318, 6), (320, 1), (396, 2)
(131, 4), (157, 0), (180, 2), (231, 3), (293, 6), (319, 6), (357, 1), (437, 2), (480, 0)
(119, 4), (132, 0), (207, 3), (233, 6), (249, 2), (274, 0), (314, 6), (351, 1), (432, 2)
(-82, 0), (-24, 3), (12, 2), (18, 4), (75, 6), (104, 1), (128, 6), (158, 0), (188, 2)
(79, 4), (179, 0), (188, 2), (215, 6), (239, 0), (254, 3), (323, 6), (359, 1), (431, 2)
(117, 0), (122, 4), (178, 3), (185, 2), (222, 6), (242, 6), (262, 1), (313, 0), (349, 2)
(36, 0), (38, 4), (74, 2), (101, 3), (146, 6), (166, 0), (180, 6), (188, 1), (274, 2)
(21, 0), (28, 4), (28, 2), (75, 3), (120, 0), (133, 6), (138, 6), (142, 1), (225, 2)
(3, 0), (68, 4), (77, 3), (125, 2), (162, 6), (195, 6), (202, 1), (278, 2), (336, 0)
(54, 0), (77, 4), (133, 3), (145, 2), (208, 6), (229, 6), (268, 1), (292, 0), (353, 2)
(52, 0), (108, 4), (115, 3), (173, 2), (195, 6), (198, 1), (233, 6), (283, 2), (343, 0)
(120, 4), (180, 0), (232, 6), (242, 3), (244, 2), (315, 6), (362, 1), (434, 2), (479, 0)
(80, 4), (156, 0), (169, 2), (201, 6), (212, 3), (293, 6), (323, 1), (397, 2), (430, 0)
(-56, 0), (-1, 2), (17, 4), (21, 0), (26, 3), (113, 6), (130, 6), (133, 1), (221, 2)
(81, 0), (104, 4), (128, 2), (142, 3), (153, 0), (208, 6), (221, 1), (232, 6), (296, 2)
(27, 0), (33, 4), (86, 3), (126, 0), (146, 6), (163, 2), (179, 6), (203, 1), (276, 2)
(-58, 0), (0, 4), (10, 2), (13, 3), (95, 6), (98, 6), (114, 0), (135, 1), (216, 2)
(81, 4), (101, 0), (181, 3), (209, 2), (221, 6), (250, 0), (282, 6), (326, 1), (414, 2)
(-17, 0), (66, 3), (91, 4), (111, 0), (116, 2), (156, 6), (207, 1), (234, 6), (294, 2)
(127, 4), (181, 0), (186, 2), (228, 6), (231, 3), (266, 0), (316, 6), (340, 1), (410, 2)
(-9, 0), (57, 3), (74, 4), (107, 2), (123, 0), (162, 6), (175, 6), (201, 1), (283, 2)
(66, 0), (113, 4), (132, 3), (169, 2), (208, 6), (234, 6), (257, 1), (288, 0), (329, 2)
(110, 4), (158, 0), (233, 6), (234, 2), (239, 3), (344, 6), (355, 0), (367, 1), (452, 2)
(60, 0), (81, 4), (113, 3), (124, 2), (176, 6), (211, 1), (218, 6), (278, 0), (286, 2)
(43, 0), (73, 4), (104, 2), (112, 3), (157, 6), (176, 6), (210, 1), (297, 2), (340, 0)
(105, 4), (155, 0), (160, 2), (211, 3), (221, 6), (282, 6), (328, 1), (409, 0), (416, 2)
(-44, 0), (17, 4), (20, 3), (57, 2), (122, 0), (130, 6), (146, 6), (179, 1), (252, 2)
(-109, 0), (-48, 3), (-26, 0), (-6, 2), (8, 4), (21, 6), (34, 1), (105, 6), (107, 2)
(22, 4), (61, 0), (116, 3), (172, 6), (185, 2), (220, 6), (231, 1), (310, 2), (342, 0)
(-136, 0), (-124, 0), (-84, 3), (-15, 6), (-1, 2), (0, 4), (0, 1), (75, 2), (92, 6)
(109, 4), (175, 0), (234, 6), (245, 2), (256, 3), (356, 6), (361, 0), (374, 1), (451, 2)
(44, 4), (150, 0), (175, 6), (178, 2), (217, 3), (328, 6), (336, 1), (419, 2), (437, 0)
(125, 4), (137, 0), (186, 3), (217, 2), (252, 6), (260, 0), (261, 6), (269, 1), (344, 2)
(19, 4), (98, 0), (109, 2), (135, 6), (157, 3), (231, 0), (254, 6), (292, 1), (371, 2)
(59, 4), (70, 0), (100, 2), (132, 3), (140, 0), (198, 6), (215, 6), (219, 1), (301, 2)
(99, 0), (107, 4), (148, 3), (172, 2), (210, 6), (216, 1), (265, 6), (299, 2), (302, 0)
(121, 4), (189, 0), (250, 3), (274, 2), (281, 6), (356, 6), (382, 1), (396, 0), (469, 2)
(-40, 0), (10, 3), (15, 4), (33, 2), (111, 6), (128, 6), (148, 1), (162, 0), (217, 2)
(27, 4), (67, 0), (118, 2), (123, 3), (136, 6), (185, 0), (229, 6), (251, 1), (323, 2)
(106, 4), (117, 0), (162, 2), (200, 3), (206, 6), (265, 0), (296, 6), (345, 1), (426, 2)
(96, 4), (159, 0), (204, 6), (221, 2), (227, 3), (329, 6), (345, 0), (356, 1), (428, 2)
(0, 0), (57, 3), (120, 6), (128, 2), (130, 1), (144, 4), (209, 2), (230, 0), (246, 6)
(41, 0), (44, 4), (119, 3), (168, 2), (181, 6), (210, 6), (237, 1), (318, 0), (324, 2)
(28, 4), (136, 0), (153, 2), (172, 6), (202, 3), (303, 6), (322, 1), (352, 0), (409, 2)
(87, 4), (158, 0), (185, 2), (237, 3), (249, 6), (330, 0), (340, 6), (361, 1), (443, 2)
(68, 0), (83, 4), (102, 2), (141, 3), (187, 6), (242, 6), (277, 1), (349, 2), (383, 0)
(-9, 0), (6, 4), (31, 2), (47, 3), (58, 0), (115, 6), (121, 1), (122, 6), (208, 2)
(144, 4), (212, 0), (242, 6), (242, 2), (278, 3), (383, 6), (414, 0), (423, 1), (511, 2)
(109, 4), (134, 0), (184, 2), (205, 3), (213, 0), (226, 6), (306, 6), (333, 1), (402, 2)
(141, 4), (147, 0), (209, 3), (274, 6), (280, 2), (302, 6), (323, 1), (333, 0), (399, 2)
(29, 0), (53, 4), (90, 2), (102, 3), (109, 0), (187, 6), (203, 6), (217, 1), (285, 2)
(60, 4), (62, 0), (122, 2), (130, 3), (179, 0), (181, 6), (196, 6), (226, 1), (305, 2)
(126, 0), (138, 4), (186, 2), (197, 3), (258, 6), (267, 6), (297, 0), (301, 1), (386, 2)
(92, 4), (114, 0), (157, 2), (176, 3), (215, 6), (271, 6), (294, 1), (301, 0), (382, 2)
(34, 0), (80, 4), (92, 3), (133, 0), (162, 6), (166, 2), (197, 6), (202, 1), (284, 2)
(17, 4), (50, 0), (121, 3), (134, 2), (150, 6), (185, 6), (219, 1), (251, 0), (303, 2)
(23, 0), (106, 3), (113, 2), (114, 4), (175, 6), (177, 1), (212, 0), (217, 6), (246, 2)
(1, 4), (137, 0), (162, 6), (186, 2), (213, 3), (320, 6), (325, 1), (400, 2), (408, 0)
(48, 4), (53, 0), (112, 0), (117, 3), (123, 2), (158, 6), (188, 6), (228, 1), (305, 2)
(92, 4), (137, 0), (219, 3), (240, 2), (253, 6), (318, 6), (348, 1), (416, 2), (461, 0)
(62, 0), (129, 3), (134, 2), (136, 4), (238, 6), (248, 6), (254, 1), (323, 2), (337, 0)
(0, 4), (10, 0), (77, 3), (118, 2), (148, 6), (179, 6), (202, 1), (256, 0), (277, 2)
(145, 4), (224, 0), (296, 2), (299, 6), (299, 3), (379, 6), (412, 0), (429, 1), (507, 2)
(36, 0), (84, 3), (101, 2), (121, 4), (156, 6), (205, 6), (205, 1), (233, 0), (275, 2)
(-7, 0), (7, 4), (70, 3), (110, 6), (115, 2), (164, 6), (190, 0), (202, 1), (281, 2)
(26, 0), (39, 2), (56, 4), (80, 3), (145, 6), (174, 6), (202, 1), (231, 0), (275, 2)
(111, 4), (116, 0), (172, 3), (208, 2), (239, 6), (250, 6), (250, 1), (319, 0), (328, 2)
(41, 4), (125, 0), (163, 6), (172, 2), (188, 3), (200, 0), (297, 6), (322, 1), (393, 2)
(117, 4), (253, 0), (255, 6), (266, 2), (311, 3), (420, 6), (433, 1), (482, 0), (505, 2)
(41, 4), (92, 0), (148, 3), (183, 2), (203, 6), (223, 6), (251, 1), (326, 2), (367, 0)
(10, 0), (36, 4), (79, 3), (99, 2), (149, 6), (168, 6), (174, 1), (210, 0), (263, 2)
(89, 4), (138, 0), (183, 3), (193, 2), (249, 6), (289, 6), (294, 1), (363, 0), (375, 2)
(128, 4), (175, 0), (250, 2), (256, 3), (273, 6), (330, 6), (368, 1), (454, 2), (469, 0)
(60, 4), (89, 0), (134, 3), (175, 0), (191, 2), (205, 6), (208, 6), (246, 1), (314, 2)
(138, 4), (221, 0), (246, 0), (248, 2), (249, 6), (266, 3), (350, 6), (376, 1), (451, 2)
(16, 0), (82, 3), (106, 2), (111, 0), (112, 4), (191, 6), (205, 1), (216, 6), (292, 2)
(149, 4), (221, 0), (271, 2), (297, 3), (309, 6), (330, 0), (386, 6), (401, 1), (476, 2)
(14, 4), (73, 0), (147, 3), (163, 6), (177, 2), (208, 6), (253, 1), (338, 2), (397, 0)
(127, 0), (140, 4), (198, 3), (238, 2), (261, 6), (263, 0), (284, 6), (308, 1), (395, 2)
(148, 4), (165, 0), (220, 2), (227, 3), (259, 6), (298, 6), (332, 1), (399, 0), (406, 2)
(-102, 0), (-55, 3), (6, 2), (11, 6), (27, 4), (57, 1), (117, 6), (130, 2), (133, 0)
(17, 4), (63, 0), (115, 3), (123, 0), (139, 6), (144, 2), (191, 6), (214, 1), (293, 2)
(-7, 0), (42, 4), (42, 2), (51, 0), (56, 3), (142, 6), (145, 6), (164, 1), (251, 2)
(51, 0), (105, 3), (112, 4), (124, 2), (210, 6), (217, 6), (232, 1), (300, 2), (339, 0)
(46, 0), (61, 4), (106, 3), (171, 2), (197, 6), (209, 6), (235, 1), (270, 0), (307, 2)
(100, 0), (106, 4), (154, 2), (178, 3), (235, 6), (248, 6), (270, 1), (281, 0), (350, 2)
(28, 4), (105, 0), (161, 0), (173, 3), (183, 6), (187, 2), (251, 6), (274, 1), (348, 2)
(111, 4), (162, 0), (222, 2), (244, 3), (269, 6), (346, 6), (372, 0), (394, 1), (472, 2)
(138, 0), (149, 4), (199, 3), (237, 0), (263, 6), (271, 2), (295, 6), (327, 1), (410, 2)
(102, 0), (123, 4), (134, 2), (181, 3), (246, 6), (254, 0), (286, 6), (316, 1), (385, 2)
(79, 4), (139, 0), (150, 2), (186, 3), (230, 6), (267, 6), (305, 0), (312, 1), (400, 2)
(7, 4), (13, 0), (45, 2), (65, 3), (137, 6), (145, 6), (180, 1), (263, 2), (281, 0)
(107, 4), (137, 0), (171, 2), (185, 3), (259, 6), (289, 6), (321, 1), (404, 2), (438, 0)
(91, 4), (163, 0), (167, 2), (212, 6), (218, 3), (288, 0), (329, 6), (337, 1), (416, 2)
(15, 4), (80, 0), (103, 2), (140, 6), (152, 3), (232, 6), (242, 1), (264, 0), (314, 2)
(65, 4), (88, 0), (93, 2), (141, 3), (175, 6), (213, 0), (236, 6), (263, 1), (336, 2)
(11, 0), (89, 4), (91, 3), (138, 2), (151, 0), (177, 6), (204, 1), (217, 6), (288, 2)
(21, 4), (80, 0), (128, 2), (151, 3), (170, 6), (222, 6), (237, 1), (313, 2), (322, 0)
(26, 4), (132, 0), (145, 6), (149, 2), (201, 3), (280, 6), (325, 1), (397, 2), (462, 0)
(93, 4), (174, 0), (217, 6), (243, 2), (255, 3), (345, 6), (365, 1), (436, 2), (493, 0)
(-46, 0), (9, 3), (15, 4), (83, 2), (87, 6), (98, 6), (111, 0), (127, 1), (200, 2)
(48, 0), (89, 4), (97, 3), (138, 2), (163, 6), (179, 1), (220, 6), (260, 2), (282, 0)
(81, 0), (126, 4), (143, 2), (164, 3), (192, 0), (231, 6), (239, 6), (276, 1), (363, 2)
(146, 4), (211, 0), (240, 2), (257, 6), (268, 3), (337, 6), (371, 1), (456, 2), (463, 0)
(119, 0), (123, 4), (195, 3), (215, 6), (235, 2), (299, 6), (337, 1), (361, 0), (409, 2)
(52, 4), (73, 0), (129, 2), (134, 3), (150, 6), (238, 6), (278, 1), (321, 0), (362, 2)
(113, 0), (144, 4), (152, 2), (174, 3), (234, 6), (245, 6), (255, 1), (330, 0), (340, 2)
(22, 0), (71, 4), (82, 3), (93, 2), (161, 6), (165, 6), (173, 1), (256, 2), (304, 0)
(89, 4), (141, 0), (201, 2), (224, 3), (232, 6), (252, 0), (310, 6), (332, 1), (413, 2)
(38, 0), (97, 3), (106, 0), (111, 4), (140, 2), (161, 6), (199, 1), (260, 6), (273, 2)
(27, 0), (35, 4), (74, 2), (91, 3), (113, 0), (170, 6), (180, 6), (185, 1), (266, 2)
(80, 4), (162, 0), (183, 2), (207, 6), (223, 3), (232, 0), (315, 6), (342, 1), (415, 2)
(58, 4), (88, 0), (167, 3), (177, 6), (195, 2), (230, 6), (275, 1), (352, 2), (389, 0)
(127, 4), (150, 0), (213, 3), (234, 6), (253, 2), (278, 6), (305, 1), (376, 2), (412, 0)
(90, 4), (93, 0), (139, 2), (148, 3), (186, 0), (196, 6), (226, 6), (254, 1), (336, 2)
(6, 0), (46, 4), (54, 3), (114, 2), (122, 6), (143, 1), (190, 6), (220, 2), (276, 0)
(14, 0), (30, 4), (67, 2), (84, 3), (168, 6), (177, 6), (177, 1), (213, 0), (250, 2)
(52, 0), (76, 4), (115, 3), (117, 2), (117, 0), (161, 6), (200, 6), (220, 1), (309, 2)
(62, 0), (72, 4), (106, 0), (121, 3), (131, 2), (195, 6), (199, 1), (230, 6), (276, 2)
(-35, 0), (-12, 0), (16, 3), (24, 4), (68, 2), (80, 6), (118, 1), (157, 6), (188, 2)
(10, 0), (47, 2), (75, 4), (78, 3), (147, 6), (160, 6), (160, 0), (192, 1), (280, 2)
(61, 4), (132, 0), (182, 3), (184, 2), (187, 6), (271, 6), (285, 1), (361, 2), (409, 0)
(118, 4), (193, 0), (225, 6), (229, 2), (243, 3), (312, 0), (333, 6), (348, 1), (416, 2)
(-16, 0), (11, 4), (48, 2), (63, 3), (102, 6), (161, 6), (174, 1), (212, 0), (257, 2)
(145, 0), (147, 4), (174, 2), (211, 3), (261, 6), (293, 6), (300, 1), (308, 0), (374, 2)
(133, 4), (264, 6), (267, 0), (274, 2), (332, 3), (440, 6), (480, 1), (540, 0), (548, 2)
(131, 4), (186, 0), (241, 2), (261, 3), (273, 6), (331, 0), (336, 6), (358, 1), (440, 2)
(74, 0), (75, 4), (157, 3), (187, 6), (205, 2), (228, 6), (252, 0), (266, 1), (353, 2)
(-68, 0), (-14, 3), (34, 0), (42, 4), (44, 2), (54, 6), (94, 1), (142, 6), (174, 2)
(65, 4), (90, 0), (156, 6), (157, 3), (158, 2), (239, 6), (244, 0), (249, 1), (334, 2)
(123, 4), (179, 0), (239, 3), (272, 6), (296, 2), (322, 6), (324, 1), (377, 0), (399, 2)
(130, 0), (133, 4), (137, 2), (206, 3), (248, 6), (285, 0), (306, 6), (308, 1), (383, 2)
(28, 4), (40, 0), (64, 2), (92, 3), (153, 6), (176, 0), (201, 6), (252, 1), (324, 2)
(39, 4), (164, 0), (182, 6), (187, 2), (214, 3), (272, 0), (286, 6), (335, 1), (422, 2)
(145, 4), (171, 0), (199, 2), (251, 3), (296, 6), (321, 6), (330, 1), (338, 0), (399, 2)
(79, 0), (97, 4), (125, 3), (143, 2), (199, 6), (226, 0), (234, 6), (243, 1), (319, 2)
(9, 0), (14, 2), (21, 4), (61, 3), (113, 6), (132, 6), (178, 1), (189, 0), (262, 2)
(25, 0), (86, 3), (96, 4), (131, 2), (191, 6), (215, 1), (238, 6), (298, 2), (307, 0)
(60, 4), (91, 0), (151, 3), (161, 2), (216, 6), (232, 0), (238, 6), (284, 1), (360, 2)
(16, 0), (34, 4), (64, 3), (103, 2), (130, 6), (159, 6), (197, 1), (259, 0), (270, 2)
(-41, 0), (31, 4), (41, 3), (77, 2), (113, 6), (116, 6), (123, 1), (197, 0), (200, 2)
(142, 4), (172, 0), (230, 3), (251, 2), (274, 6), (316, 6), (367, 1), (374, 0), (453, 2)
(11, 4), (30, 0), (75, 3), (104, 2), (110, 6), (168, 0), (176, 6), (200, 1), (288, 2)
(43, 4), (43, 0), (98, 3), (108, 2), (156, 6), (198, 6), (244, 1), (293, 0), (321, 2)
(128, 4), (186, 0), (229, 6), (244, 2), (248, 3), (344, 6), (347, 1), (427, 2), (442, 0)
(128, 4), (159, 0), (163, 2), (235, 3), (254, 6), (291, 0), (334, 6), (365, 1), (435, 2)
(138, 4), (160, 0), (215, 2), (221, 0), (243, 3), (257, 6), (312, 6), (329, 1), (403, 2)
(132, 0), (135, 4), (213, 3), (231, 2), (232, 6), (235, 0), (280, 6), (298, 1), (375, 2)
(-1, 0), (23, 4), (41, 2), (70, 3), (149, 6), (168, 6), (179, 1), (217, 0), (252, 2)
(-37, 0), (30, 3), (46, 4), (71, 2), (94, 6), (99, 1), (116, 0), (149, 6), (175, 2)
(4, 0), (6, 4), (52, 2), (76, 3), (102, 6), (158, 6), (189, 0), (203, 1), (289, 2)
(116, 4), (264, 0), (276, 2), (278, 6), (325, 3), (403, 6), (422, 1), (493, 2), (520, 0)
(-18, 0), (2, 4), (51, 2), (52, 3), (69, 0), (100, 6), (137, 6), (142, 1), (214, 2)
(64, 0), (110, 4), (122, 3), (152, 2), (202, 6), (213, 6), (225, 1), (263, 0), (293, 2)
(128, 4), (147, 0), (199, 3), (234, 2), (242, 6), (296, 6), (322, 1), (403, 2), (406, 0)
(27, 4), (44, 0), (97, 3), (122, 6), (127, 2), (182, 6), (203, 1), (279, 2), (292, 0)
(39, 4), (135, 0), (150, 2), (156, 6), (199, 3), (288, 6), (309, 1), (363, 0), (377, 2)
(122, 4), (143, 0), (152, 2), (203, 0), (216, 3), (260, 6), (324, 6), (332, 1), (408, 2)
(27, 4), (78, 0), (123, 3), (147, 6), (159, 2), (210, 6), (252, 1), (299, 0), (331, 2)
(143, 4), (162, 0), (222, 3), (233, 0), (256, 2), (271, 6), (309, 6), (358, 1), (433, 2)
(86, 4), (134, 0), (190, 3), (230, 2), (239, 6), (251, 6), (271, 1), (357, 2), (400, 0)
(-4, 0), (59, 3), (110, 4), (113, 2), (167, 6), (192, 6), (195, 1), (278, 2), (284, 0)
(-74, 0), (-26, 2), (6, 3), (9, 4), (72, 6), (95, 0), (97, 6), (98, 1), (173, 2)
(116, 4), (159, 0), (210, 2), (212, 6), (238, 3), (326, 6), (370, 1), (389, 0), (448, 2)
(70, 4), (79, 0), (156, 3), (188, 6), (208, 2), (248, 6), (280, 1), (291, 0), (353, 2)
(37, 4), (84, 0), (138, 2), (144, 3), (147, 6), (252, 6), (264, 0), (280, 1), (359, 2)
(-71, 0), (-33, 0), (-11, 3), (-4, 2), (7, 4), (78, 6), (82, 1), (98, 6), (157, 2)
(64, 0), (97, 4), (129, 3), (160, 2), (194, 6), (230, 1), (236, 0), (245, 6), (298, 2)
(69, 4), (99, 0), (117, 0), (131, 2), (150, 3), (212, 6), (214, 1), (216, 6), (300, 2)
(-41, 0), (31, 4), (41, 3), (42, 0), (66, 2), (119, 6), (150, 6), (155, 1), (232, 2)
(-47, 0), (2, 0), (9, 2), (11, 4), (15, 3), (88, 6), (105, 6), (129, 1), (205, 2)
(9, 0), (77, 3), (112, 4), (117, 2), (147, 6), (196, 1), (224, 0), (234, 6), (267, 2)
(148, 4), (163, 0), (226, 3), (254, 0), (279, 2), (291, 6), (337, 6), (356, 1), (442, 2)
(68, 0), (106, 4), (113, 3), (160, 2), (212, 6), (242, 6), (243, 1), (316, 2), (380, 0)
(96, 4), (108, 0), (172, 3), (210, 6), (213, 2), (253, 6), (295, 1), (369, 2), (424, 0)
(71, 4), (125, 0), (137, 2), (173, 3), (175, 0), (184, 6), (263, 6), (273, 1), (352, 2)
(21, 0), (78, 4), (94, 3), (141, 2), (204, 6), (230, 1), (232, 6), (278, 0), (299, 2)
(104, 4), (197, 0), (232, 6), (234, 2), (250, 3), (349, 6), (397, 1), (471, 2), (502, 0)
(34, 0), (71, 4), (111, 3), (115, 0), (119, 2), (199, 6), (214, 1), (224, 6), (288, 2)
(27, 4), (97, 0), (161, 6), (162, 3), (176, 2), (266, 6), (301, 1), (357, 0), (376, 2)
(57, 4), (83, 0), (102, 2), (162, 3), (172, 6), (236, 6), (267, 1), (271, 0), (348, 2)
(105, 0), (146, 2), (149, 4), (165, 3), (167, 0), (236, 6), (240, 6), (253, 1), (332, 2)
(83, 4), (91, 0), (155, 3), (161, 2), (189, 6), (259, 6), (298, 1), (350, 0), (370, 2)
(99, 0), (141, 4), (146, 3), (203, 2), (245, 6), (268, 6), (292, 1), (376, 2), (395, 0)
(20, 4), (31, 0), (47, 2), (79, 3), (115, 6), (134, 0), (177, 6), (196, 1), (266, 2)
(4, 4), (102, 0), (113, 6), (124, 2), (155, 3), (228, 0), (247, 6), (250, 1), (324, 2)
(116, 4), (184, 0), (217, 6), (238, 3), (243, 2), (310, 6), (323, 1), (410, 2), (460, 0)
(75, 0), (91, 4), (108, 2), (125, 3), (169, 0), (216, 6), (233, 6), (262, 1), (349, 2)
(92, 0), (129, 4), (172, 0), (175, 3), (198, 2), (229, 6), (248, 6), (286, 1), (364, 2)
(6, 0), (70, 3), (139, 4), (141, 2), (171, 6), (218, 1), (243, 6), (299, 2), (334, 0)
(18, 0), (41, 4), (96, 3), (125, 2), (169, 6), (179, 6), (202, 1), (286, 2), (345, 0)
(-5, 0), (47, 0), (56, 2), (57, 3), (80, 4), (138, 6), (144, 1), (182, 6), (220, 2)
