(33, 8), (82, 0), (110, 1), (140, 7), (189, 7), (199, 1), (230, 3), (241, 3)
(12, 1), (43, 1), (87, 7), (106, 7), (195, 0), (248, 3), (298, 8), (299, 3)
(17, 8), (79, 7), (127, 7), (143, 1), (206, 0), (224, 1), (245, 3), (297, 3)
(83, 1), (126, 7), (142, 0), (146, 8), (169, 7), (182, 1), (234, 3), (249, 3)
(48, 8), (102, 1), (109, 7), (143, 1), (146, 7), (153, 0), (257, 3), (280, 3)
(68, 7), (114, 7), (116, 0), (154, 1), (203, 3), (236, 3), (257, 1), (262, 8)
(63, 1), (88, 8), (112, 7), (148, 7), (154, 1), (233, 0), (287, 3), (297, 3)
(31, 7), (72, 8), (78, 7), (105, 1), (225, 0), (232, 1), (267, 3), (284, 3)
(5, 8), (15, 7), (26, 1), (32, 7), (170, 0), (215, 3), (233, 3), (240, 1)
(67, 1), (109, 0), (128, 1), (148, 7), (158, 8), (192, 7), (276, 3), (279, 3)
(3, 0), (6, 1), (26, 7), (47, 1), (57, 7), (99, 3), (201, 3), (229, 8)
(39, 0), (43, 1), (66, 7), (95, 7), (129, 3), (193, 3), (214, 1), (259, 8)
(116, 7), (140, 7), (158, 1), (200, 0), (240, 8), (247, 3), (267, 3), (281, 1)
(20, 8), (103, 1), (121, 7), (157, 7), (257, 0), (286, 1), (298, 3), (299, 3)
(2, 1), (18, 7), (35, 7), (177, 0), (223, 3), (247, 3), (284, 8), (299, 1)
(11, 7), (39, 7), (54, 1), (180, 0), (227, 3), (245, 1), (292, 3), (298, 8)
(29, 1), (32, 0), (139, 7), (175, 7), (181, 3), (214, 3), (236, 1), (243, 8)
(71, 0), (91, 7), (118, 3), (129, 7), (147, 8), (154, 1), (214, 3), (245, 1)
(86, 1), (120, 7), (129, 0), (149, 7), (249, 1), (250, 3), (252, 8), (270, 3)
(1, 7), (42, 7), (50, 8), (50, 1), (174, 1), (176, 0), (222, 3), (253, 3)
(40, 0), (43, 7), (88, 7), (88, 1), (127, 3), (137, 8), (259, 3), (265, 1)
(9, 7), (24, 1), (37, 7), (141, 8), (185, 0), (226, 3), (265, 3), (273, 1)
(22, 7), (53, 7), (82, 0), (129, 1), (179, 1), (187, 3), (198, 3), (246, 8)
(12, 8), (21, 7), (38, 7), (62, 1), (129, 0), (198, 1), (200, 3), (270, 3)
(4, 8), (72, 0), (104, 3), (121, 7), (151, 7), (175, 3), (188, 1), (195, 1)
(3, 1), (76, 7), (115, 7), (182, 1), (197, 0), (214, 8), (253, 3), (290, 3)
(127, 7), (138, 0), (175, 1), (179, 7), (185, 1), (207, 3), (265, 8), (268, 3)
(11, 7), (32, 7), (58, 1), (123, 0), (183, 1), (212, 3), (217, 3), (290, 8)
(15, 7), (52, 7), (120, 8), (164, 1), (166, 1), (196, 0), (238, 3), (286, 3)
(27, 1), (33, 0), (78, 1), (105, 7), (122, 7), (158, 3), (195, 3), (214, 8)
(40, 0), (83, 7), (123, 7), (134, 1), (149, 8), (187, 3), (232, 3), (281, 1)
(37, 8), (54, 1), (82, 7), (120, 0), (123, 7), (160, 3), (218, 1), (283, 3)
(26, 7), (62, 7), (72, 8), (163, 1), (186, 0), (194, 1), (252, 3), (288, 3)
(44, 1), (85, 8), (97, 7), (145, 7), (230, 0), (231, 1), (279, 3), (281, 3)
(69, 7), (98, 8), (98, 7), (156, 1), (173, 1), (204, 0), (278, 3), (278, 3)
(66, 1), (92, 7), (109, 1), (119, 7), (131, 8), (200, 0), (246, 3), (259, 3)
(13, 1), (16, 0), (63, 7), (91, 1), (94, 7), (133, 3), (219, 3), (266, 8)
(54, 8), (77, 7), (85, 1), (96, 7), (111, 0), (161, 3), (211, 1), (212, 3)
(12, 7), (30, 8), (39, 7), (119, 0), (123, 1), (126, 1), (162, 3), (215, 3)
(23, 0), (91, 3), (134, 7), (183, 7), (211, 3), (215, 1), (260, 1), (284, 8)
(20, 7), (45, 8), (50, 7), (103, 0), (128, 1), (145, 1), (162, 3), (164, 3)
(107, 7), (115, 8), (138, 7), (179, 0), (207, 1), (214, 1), (244, 3), (275, 3)
(66, 7), (92, 0), (117, 7), (129, 3), (146, 1), (147, 1), (208, 3), (246, 8)
(52, 7), (53, 8), (54, 1), (67, 1), (88, 0), (103, 7), (231, 3), (265, 3)
(72, 7), (106, 0), (116, 7), (131, 1), (163, 1), (167, 3), (208, 8), (225, 3)
(53, 1), (69, 0), (139, 7), (173, 7), (215, 3), (238, 1), (291, 3), (295, 8)
(2, 8), (94, 7), (124, 7), (152, 1), (234, 0), (248, 1), (286, 3), (298, 3)
(29, 7), (47, 0), (57, 7), (111, 1), (148, 3), (162, 3), (167, 1), (191, 8)
(34, 7), (79, 7), (97, 8), (124, 1), (177, 1), (205, 0), (241, 3), (265, 3)
(44, 0), (96, 7), (112, 7), (143, 1), (156, 3), (196, 8), (199, 3), (298, 1)
(13, 8), (23, 0), (41, 7), (70, 7), (102, 1), (172, 3), (290, 3), (298, 1)
(76, 0), (84, 1), (116, 1), (120, 7), (143, 7), (145, 3), (196, 3), (288, 8)
(31, 0), (44, 7), (60, 1), (82, 7), (84, 1), (95, 8), (118, 3), (292, 3)
(7, 0), (82, 7), (110, 7), (144, 3), (145, 3), (207, 1), (246, 1), (269, 8)
(92, 1), (95, 7), (111, 7), (136, 8), (225, 0), (286, 1), (288, 3), (294, 3)
(10, 0), (80, 7), (107, 7), (121, 1), (124, 8), (140, 3), (179, 1), (195, 3)
(34, 0), (61, 1), (82, 8), (146, 7), (168, 7), (187, 3), (196, 3), (290, 1)
(42, 7), (49, 1), (78, 8), (88, 7), (121, 0), (181, 3), (182, 3), (287, 1)
(36, 0), (67, 7), (81, 7), (113, 3), (118, 8), (193, 1), (255, 3), (268, 1)
(32, 7), (65, 7), (73, 1), (155, 1), (182, 0), (242, 3), (260, 8), (289, 3)
(9, 7), (23, 7), (154, 1), (171, 0), (212, 3), (232, 8), (269, 1), (293, 3)
(10, 7), (59, 7), (151, 0), (177, 8), (200, 3), (235, 1), (248, 1), (287, 3)
(17, 1), (28, 7), (57, 7), (139, 8), (174, 0), (221, 3), (237, 3), (281, 1)
(11, 1), (109, 7), (143, 7), (231, 1), (257, 0), (289, 8), (292, 3), (298, 3)
(38, 7), (67, 7), (179, 0), (223, 3), (236, 3), (262, 1), (266, 1), (270, 8)
(8, 7), (31, 7), (42, 1), (155, 8), (170, 0), (210, 3), (215, 1), (218, 3)
(15, 1), (24, 7), (72, 7), (81, 8), (90, 0), (110, 1), (157, 3), (196, 3)
(11, 7), (44, 7), (61, 0), (105, 8), (119, 3), (169, 3), (201, 1), (245, 1)
(77, 0), (112, 8), (149, 7), (156, 1), (193, 7), (195, 1), (261, 3), (273, 3)
(31, 8), (72, 1), (92, 0), (127, 7), (178, 7), (208, 3), (241, 3), (281, 1)
(53, 8), (79, 7), (98, 7), (154, 0), (190, 3), (229, 1), (258, 3), (292, 1)
(8, 0), (98, 8), (115, 7), (129, 7), (177, 3), (187, 3), (200, 1), (254, 1)
(36, 7), (47, 1), (49, 1), (74, 7), (164, 0), (184, 8), (228, 3), (288, 3)
(6, 7), (32, 8), (35, 7), (41, 1), (111, 0), (173, 3), (188, 3), (251, 1)
(0, 7), (16, 7), (65, 1), (90, 0), (91, 8), (139, 3), (143, 3), (284, 1)
(120, 7), (126, 0), (164, 7), (170, 1), (176, 1), (203, 8), (271, 3), (274, 3)
(21, 1), (64, 1), (77, 0), (148, 7), (187, 7), (215, 8), (255, 3), (281, 3)
(3, 7), (49, 7), (58, 1), (153, 0), (155, 1), (210, 3), (245, 8), (263, 3)
(1, 1), (50, 0), (135, 7), (151, 7), (153, 3), (221, 3), (264, 1), (298, 8)
(23, 7), (67, 7), (112, 1), (195, 0), (244, 1), (253, 3), (277, 8), (280, 3)
(35, 8), (97, 0), (148, 7), (165, 3), (170, 7), (261, 3), (266, 1), (286, 1)
(31, 8), (54, 7), (93, 7), (107, 0), (189, 3), (193, 3), (221, 1), (280, 1)
(9, 1), (12, 1), (52, 8), (84, 7), (105, 7), (141, 0), (256, 3), (272, 3)
(19, 7), (39, 8), (59, 1), (70, 7), (78, 1), (217, 0), (259, 3), (272, 3)
(18, 8), (85, 0), (95, 7), (114, 7), (173, 1), (214, 3), (216, 1), (271, 3)
(55, 8), (117, 7), (137, 7), (195, 0), (222, 1), (244, 1), (252, 3), (286, 3)
(74, 7), (113, 7), (124, 1), (170, 0), (256, 3), (256, 3), (277, 1), (278, 8)
(49, 8), (105, 0), (134, 7), (167, 7), (211, 1), (243, 3), (285, 1), (294, 3)
(5, 8), (47, 7), (88, 7), (235, 0), (249, 1), (267, 1), (267, 3), (278, 3)
(71, 7), (75, 8), (108, 1), (118, 7), (150, 0), (186, 1), (219, 3), (290, 3)
(2, 0), (34, 7), (47, 8), (76, 7), (134, 3), (156, 3), (217, 1), (231, 1)
(126, 7), (152, 7), (180, 1), (210, 0), (241, 8), (251, 1), (269, 3), (280, 3)
(64, 8), (112, 7), (146, 7), (189, 0), (208, 1), (233, 1), (248, 3), (257, 3)
(72, 0), (78, 7), (81, 1), (109, 7), (145, 3), (179, 1), (194, 3), (262, 8)
(27, 7), (53, 7), (75, 1), (94, 8), (103, 0), (139, 3), (174, 3), (260, 1)
(24, 0), (40, 1), (117, 7), (154, 7), (172, 1), (192, 3), (278, 8), (281, 3)
(41, 7), (69, 7), (88, 1), (90, 0), (147, 3), (228, 8), (264, 3), (295, 1)
(49, 7), (88, 7), (153, 0), (181, 8), (228, 3), (232, 1), (239, 3), (283, 1)
(4, 8), (33, 7), (44, 1), (50, 7), (140, 0), (204, 3), (208, 3), (292, 1)
(19, 1), (50, 8), (105, 1), (114, 7), (148, 7), (222, 0), (252, 3), (299, 3)
(2, 8), (57, 0), (66, 7), (92, 1), (101, 7), (102, 3), (142, 1), (231, 3)
(7, 1), (39, 7), (41, 1), (74, 8), (74, 7), (191, 0), (241, 3), (245, 3)
(32, 0), (102, 7), (122, 1), (132, 7), (149, 1), (179, 8), (179, 3), (208, 3)
(32, 7), (42, 8), (84, 7), (172, 1), (233, 0), (245, 1), (274, 3), (275, 3)
(30, 7), (45, 8), (75, 0), (75, 7), (165, 3), (199, 3), (242, 1), (258, 1)
(33, 8), (42, 0), (64, 7), (81, 7), (148, 3), (152, 3), (208, 1), (251, 1)
(16, 7), (56, 7), (61, 1), (76, 0), (154, 3), (156, 3), (233, 8), (241, 1)
(56, 7), (77, 7), (95, 1), (101, 8), (204, 0), (219, 1), (245, 3), (290, 3)
(102, 1), (129, 0), (148, 7), (160, 1), (169, 7), (227, 3), (238, 8), (244, 3)
(52, 7), (88, 1), (90, 0), (102, 7), (139, 1), (167, 3), (184, 3), (267, 8)
(48, 1), (86, 7), (106, 7), (213, 1), (235, 8), (236, 0), (278, 3), (290, 3)
(88, 1), (120, 7), (161, 7), (163, 8), (170, 0), (212, 1), (248, 3), (269, 3)
(70, 0), (138, 7), (138, 3), (168, 7), (195, 3), (217, 8), (230, 1), (251, 1)
(14, 8), (65, 0), (74, 7), (105, 7), (128, 3), (162, 3), (213, 1), (240, 1)
(16, 1), (91, 7), (111, 1), (122, 8), (132, 7), (171, 0), (226, 3), (291, 3)
(76, 1), (78, 7), (127, 7), (159, 0), (163, 8), (230, 3), (237, 3), (248, 1)
(0, 1), (17, 7), (49, 7), (71, 0), (114, 3), (126, 8), (283, 1), (299, 3)
(60, 0), (102, 8), (110, 7), (146, 3), (159, 7), (182, 3), (218, 1), (267, 1)
(26, 7), (32, 1), (46, 7), (50, 8), (141, 1), (179, 0), (235, 3), (247, 3)
(65, 0), (68, 1), (112, 7), (131, 7), (151, 3), (219, 1), (220, 3), (289, 8)
(46, 7), (70, 7), (118, 0), (134, 1), (182, 3), (212, 8), (213, 3), (233, 1)
(3, 7), (37, 7), (141, 1), (162, 0), (192, 3), (213, 8), (224, 3), (259, 1)
(1, 0), (10, 1), (65, 7), (81, 7), (116, 3), (124, 8), (134, 1), (254, 3)
(13, 0), (45, 7), (80, 7), (111, 3), (115, 8), (142, 1), (221, 1), (259, 3)
(42, 7), (59, 7), (76, 1), (88, 0), (94, 8), (173, 3), (266, 3), (294, 1)
(94, 8), (102, 1), (108, 7), (125, 7), (138, 1), (256, 0), (291, 3), (297, 3)
(71, 7), (77, 0), (91, 1), (108, 7), (112, 1), (132, 3), (198, 8), (279, 3)
(20, 8), (71, 7), (88, 0), (113, 7), (149, 1), (172, 3), (200, 3), (230, 1)
(3, 8), (25, 7), (77, 7), (187, 1), (223, 0), (264, 3), (285, 3), (286, 1)
(3, 8), (30, 7), (51, 7), (150, 1), (167, 0), (206, 1), (211, 3), (271, 3)
(23, 0), (68, 8), (121, 7), (136, 1), (154, 1), (163, 7), (163, 3), (191, 3)
(34, 7), (55, 7), (89, 0), (149, 1), (187, 3), (202, 1), (206, 3), (241, 8)
(1, 0), (19, 1), (34, 7), (58, 7), (85, 3), (96, 3), (246, 8), (262, 1)
(25, 7), (51, 7), (105, 0), (143, 8), (159, 3), (224, 1), (224, 3), (274, 1)
(59, 7), (63, 8), (86, 7), (94, 1), (201, 1), (230, 0), (275, 3), (299, 3)
(53, 7), (68, 7), (74, 0), (104, 8), (124, 3), (236, 3), (250, 1), (264, 1)
(42, 7), (67, 7), (119, 0), (154, 3), (202, 1), (227, 3), (264, 1), (297, 8)
(17, 1), (41, 0), (115, 1), (148, 7), (182, 3), (195, 7), (232, 8), (232, 3)
(12, 1), (114, 1), (140, 7), (159, 8), (190, 7), (248, 0), (284, 3), (290, 3)
(22, 1), (35, 7), (40, 1), (69, 7), (103, 0), (149, 3), (228, 8), (264, 3)
(54, 1), (72, 8), (106, 7), (147, 7), (186, 1), (203, 0), (246, 3), (297, 3)
(91, 1), (103, 7), (106, 8), (120, 0), (133, 7), (183, 1), (235, 3), (278, 3)
(46, 7), (97, 7), (229, 1), (231, 0), (262, 3), (270, 8), (273, 3), (282, 1)
(46, 0), (77, 7), (96, 7), (102, 8), (159, 3), (190, 1), (209, 3), (294, 1)
(86, 0), (110, 1), (128, 7), (146, 7), (228, 3), (235, 3), (249, 8), (255, 1)
(28, 7), (39, 1), (77, 7), (134, 0), (145, 1), (207, 8), (222, 3), (249, 3)
(19, 8), (64, 7), (94, 0), (111, 7), (146, 1), (169, 1), (172, 3), (298, 3)
(34, 8), (87, 0), (97, 1), (126, 3), (137, 7), (173, 7), (245, 3), (276, 1)
(4, 0), (28, 7), (32, 1), (50, 1), (57, 3), (76, 7), (136, 8), (144, 3)
(16, 0), (29, 7), (46, 7), (139, 3), (207, 1), (212, 8), (229, 3), (262, 1)
(6, 8), (13, 1), (83, 7), (113, 7), (246, 0), (280, 3), (285, 1), (293, 3)
(14, 0), (26, 8), (47, 1), (52, 1), (102, 7), (139, 7), (199, 3), (225, 3)
(77, 7), (104, 8), (127, 7), (161, 0), (172, 1), (231, 1), (278, 3), (288, 3)
(18, 7), (70, 7), (73, 1), (99, 1), (198, 0), (252, 3), (266, 8), (269, 3)
(0, 1), (44, 7), (67, 1), (86, 8), (94, 7), (240, 0), (275, 3), (283, 3)
(17, 0), (38, 7), (54, 1), (77, 7), (102, 3), (151, 3), (209, 8), (239, 1)
(13, 1), (104, 7), (149, 7), (169, 0), (236, 1), (238, 3), (244, 8), (248, 3)
(3, 0), (79, 7), (97, 3), (111, 8), (115, 1), (117, 7), (168, 3), (192, 1)
(25, 1), (42, 7), (74, 7), (94, 1), (138, 0), (211, 3), (218, 8), (263, 3)
(0, 8), (96, 7), (102, 1), (143, 7), (208, 0), (263, 1), (279, 3), (290, 3)
(21, 7), (44, 7), (73, 0), (110, 3), (117, 1), (119, 1), (135, 8), (200, 3)
(31, 8), (32, 1), (39, 7), (86, 7), (156, 1), (231, 0), (264, 3), (273, 3)
(60, 7), (66, 0), (101, 7), (129, 3), (131, 3), (150, 8), (245, 1), (274, 1)
(27, 0), (75, 8), (132, 7), (136, 1), (169, 7), (200, 1), (200, 3), (285, 3)
(14, 1), (143, 7), (169, 8), (192, 7), (209, 1), (222, 0), (268, 3), (292, 3)
(17, 7), (28, 0), (63, 7), (87, 8), (123, 1), (179, 3), (182, 1), (251, 3)
(34, 1), (96, 7), (137, 0), (142, 7), (174, 8), (279, 1), (280, 3), (284, 3)
(120, 7), (155, 0), (158, 7), (159, 8), (230, 3), (253, 1), (291, 1), (298, 3)
(26, 1), (42, 7), (89, 7), (166, 0), (231, 3), (235, 3), (244, 8), (266, 1)
(22, 7), (56, 7), (154, 8), (176, 0), (205, 1), (229, 3), (250, 3), (252, 1)
